State,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Gujarat,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,8874,7834,11550,11150,9599,10302,11584,13254,13895,15078,15095,30302,158517
Gujarat,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,9400,8017,11919,10722,9421,9916,11196,11838,12995,14290,14556,16997,141267
Gujarat,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,68630,66295,84873,87439,87370,100089,86256,85052,87267,91819,92029,97428,1034547
Gujarat,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,35170,34227,43061,44247,43775,50598,44574,44286,44528,46650,45842,49756,526714
Gujarat,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,31925,30378,39062,40056,40021,45646,39312,39570,40648,42566,41031,44888,475103
Gujarat,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,67095,64605,82123,84303,83796,96244,83886,83856,85176,89216,86873,94644,1001817
Gujarat,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,64038,63872,74370,72269,60875,67362,71064,77677,77722,84574,86365,91507,891695
Gujarat,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,62906,63097,73894,72564,69707,79299,68295,75694,76833,82762,84593,91182,900826
Gujarat,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,24256,22359,28280,26382,24448,27098,26681,28221,27201,32512,32140,34738,334316
Gujarat,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,21550,19807,25011,23673,22338,24516,23196,25686,25220,29944,29558,31595,302094
Gujarat,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,45806,42166,53291,50055,46786,51614,49877,53907,52421,62456,61698,66333,636410
Gujarat,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,18005,17631,21528,38693,53125,50038,33132,22280,51736,88251,105235,173615,673269
Gujarat,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,9080,9423,13520,33088,54088,63558,54603,32600,86176,104926,130345,125952,717359
Gujarat,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,17668,18419,25872,36091,49464,57220,58546,46278,67796,72029,94269,86845,630497
Gujarat,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,115,163,146,224,136,274,272,192,231,183,464,390,2790
Gujarat,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,532,542,579,659,618,2420,787,699,727,688,1578,613,10442
Gujarat,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,32591,28000,28436,27898,27530,33112,27737,28379,27415,28447,29207,27637,346389
Gujarat,10.4.2,Number of Immunisation sessions held during the month,TOTAL,26255,26192,27326,27009,26463,31799,26639,27601,26677,27739,27920,26889,328509
Gujarat,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,62139,60640,76083,79489,98136,112076,80394,78578,77996,86032,95721,99951,1007235
Gujarat,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,NA,NA,NA,NA,29610,200967,34,NA,NA,NA,116756,85258,432625
Gujarat,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,NA,NA,NA,NA,18691,48794,NA,NA,NA,NA,67411,82264,217160
Gujarat,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,230,106,59208,148,52,10526,390,2484,114,36,12418,20025,105737
Gujarat,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,8,4,276,NA,4,24,2,NA,40,NA,NA,4,362
Gujarat,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,806,2,112,8,6,40010,2,2,6,NA,2,1,40957
Gujarat,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,NA,NA,54,2,4,NA,NA,NA,22,1,4,1,88
Gujarat,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,1120,1314,804,533,351,222,217,234,147,221,445,833,6441
Gujarat,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,39841,39539,46033,51906,51848,58128,47724,43168,43326,25157,24423,24691,495784
Gujarat,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,17724,13064,17356,16152,18758,23556,19398,11396,8447,4329,3848,3791,157819
Gujarat,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,29561,28757,33813,37600,41020,54700,48891,41846,47545,25073,23902,21656,434364
Gujarat,13.1,Number of Patients operated for cataract,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,13.3,Number of School children detected with Refractive errors,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,13.4,Number of children provided free glasses,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,13.5,Number of eyes collected through eye donation,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,13.6,Number of eyes utilised for corneal transplant,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,6,NA,2,2,2,2,2,2,2,2,2,2,Data for this item can not be cumulated
Gujarat,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
Gujarat,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,26721,26095,27105,26632,25278,31077,26537,26137,25735,27387,27821,26331,Data for this item can not be cumulated
Gujarat,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,29,NA,44,44,44,44,44,44,44,44,44,44,Data for this item can not be cumulated
Gujarat,14.05,Number of RKS meetings held during the month,TOTAL,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
Gujarat,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
Gujarat,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
Gujarat,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
Gujarat,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.2.a,Number of death cases of Inpatient males,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.2.b,Number of death cases of Inpatient females,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.11,In-Patient Head Count at midnight,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.12.1,OPD attendance (All),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.14.a,Number of patients given AYUSH treatment,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,14.14.c,Number of Adolescents counselled,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,NA,NA,4629,4645,5303,5205,4954,4941,5056,5208,5242,5803,50986
Gujarat,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,NA,NA,218,210,88,97,118,393,297,226,213,464,2324
Gujarat,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.2,Number of Widal tests conducted,Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.3.a,Number of VDRL tests conducted on males,Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.4.1,Number of blood smears examined for Malaria,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,88231,68912,39128,53487,22490,17675,17832,33628,57916,57090,94255,87275,637919
Gujarat,16.1.1,Stock position of DPT vaccines,2. Stocks Received,50527,46102,47096,35109,22250,66484,85815,878525,80131,131504,88112,109775,1641430
Gujarat,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,54778,61189,48782,54142,28031,54396,65872,60055,86028,97038,97946,126530,834787
Gujarat,16.1.1,Stock position of DPT vaccines,5. Total Stock,83980,53825,37442,34454,16709,29763,37775,852098,52019,91556,84421,70520,1444562
Gujarat,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1A,Stock Position of Pentavalent,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.1A,Stock Position of Pentavalent,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,602346,647778,575525,569816,416839,693810,708441,564727,602206,913454,299026,292506,6886474
Gujarat,16.1.2,Stock position of OPV vaccines,2. Stocks Received,103291,1064832,59455,67579,53263,78676,39959,847029,813457,435317,1055615,155218,4773691
Gujarat,16.1.2,Stock position of OPV vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.2,Stock position of OPV vaccines,4. Stock Distributed,72829,118275,256928,118633,42736,89185,102152,89331,715761,964878,983072,215305,3769085
Gujarat,16.1.2,Stock position of OPV vaccines,5. Total Stock,632808,1594335,378052,518762,427366,683301,646248,1322425,699902,383893,371569,232419,7891080
Gujarat,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,61101,37394,24505,61667,42503,42200,72391,63813,87354,97236,127971,122494,840629
Gujarat,16.1.3,Stock position of TT vaccines,2. Stocks Received,24360,13060,35751,43181,23007,83312,63428,57413,72382,99952,115690,112857,744393
Gujarat,16.1.3,Stock position of TT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.3,Stock position of TT vaccines,4. Stock Distributed,34979,22268,29112,38498,30960,53961,65765,36629,65636,73066,117365,144565,712804
Gujarat,16.1.3,Stock position of TT vaccines,5. Total Stock,50482,28186,31144,66350,34550,71551,70054,84597,94100,124122,126296,90786,872218
Gujarat,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,27948,15484,11103,21360,11767,11643,10739,8496,9086,23800,18878,66669,236973
Gujarat,16.1.4,Stock position of DT vaccines,2. Stocks Received,1592,2717,2143,3220,2420,2270,2257,1830,26791,12926,66365,56872,181403
Gujarat,16.1.4,Stock position of DT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.4,Stock position of DT vaccines,4. Stock Distributed,5721,2465,2273,7957,2831,4790,5602,2924,8663,18251,20493,71542,153512
Gujarat,16.1.4,Stock position of DT vaccines,5. Total Stock,23819,15736,10973,16623,11356,9123,7394,7402,27214,18475,64750,51999,264864
Gujarat,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,36304,26352,21083,40148,25500,36776,47817,34594,47043,37611,49766,63013,466007
Gujarat,16.1.5,Stock position of BCG vaccines,2. Stocks Received,33138,25659,30336,37315,21315,48431,28317,34371,40218,61167,56978,62894,480139
Gujarat,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,25422,25314,23003,32958,16455,36768,35943,29678,43656,47586,40149,67751,424683
Gujarat,16.1.5,Stock position of BCG vaccines,5. Total Stock,44020,26697,28416,44505,30360,48439,40191,39287,43605,51192,66595,58156,521463
Gujarat,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,63374,42187,30915,49072,28783,36737,43573,34442,35543,40737,56431,59694,521488
Gujarat,16.1.6,Stock position of Measles vaccines,2. Stocks Received,12851,20057,18134,18701,10074,38213,22856,12306,32538,42981,32962,56612,318285
Gujarat,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,19990,25381,15238,23022,11731,29010,28422,21612,20334,32583,31849,45610,304782
Gujarat,16.1.6,Stock position of Measles vaccines,5. Total Stock,56235,36863,33811,44751,27126,45940,38007,25136,47747,51135,57544,70696,534991
Gujarat,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.7,Stock position of JE vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.7,Stock position of JE vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.7,Stock position of JE vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,150408,162476,203063,207691,230570,282777,285630,236322,230639,271881,262768,256322,2780547
Gujarat,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,31770,53146,46957,49754,42357,80771,51673,49584,59488,74109,77971,66662,684242
Gujarat,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
